BldLink,BldName,BldAddress,BldSize,BldType,BldBuilt,BldFurnish,BldBedRoomCount,BldToiletCount,BldRentFee,BldRentFeePeriod,timestamp
https://www.propertyguru.com.sg/listing/24168234/for-rent-one-shenton,One Shenton,1 Shenton Way,969 sqft,Condominium,2011,Partially Furnished,2 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24154072/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Partially Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24154248/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/22974758/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,743 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"6,500 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24170169/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,1593 sqft,Condominium,2017,Fully Furnished,3 ,3 ,"12,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24170141/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,710 sqft,Condominium,2017,Fully Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24172478/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/23507176/for-rent-robinson-suites,Robinson Suites,50 Robinson Road,506 sqft,Condominium,2016,Fully Furnished,1 ,1 ,"4,500 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/22360398/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,710 sqft,Condominium,2017,Fully Furnished,1 ,1 ,"5,000 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24138093/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/22947888/for-rent-one-shenton,One Shenton,1 Shenton Way,581 sqft,Condominium,2011,Fully Furnished,1 ,1 ,"4,200 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24175910/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24175833/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,1118 sqft,Apartment,1973,Partially Furnished,3 ,2 ,"6,000 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/22349089/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,743 sqft,Condominium,2017,Partially Furnished,2 ,1 ,"6,000 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24117515/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"15,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24175464/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1184 sqft,Condominium,2008,Partially Furnished,3 ,2 ,"8,000 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/20752108/for-rent-emerald-garden,Emerald Garden,33 Club Street,936 sqft,Condominium,1998,Fully Furnished,2 ,2 ,"5,550 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24173876/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24138424/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2195 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/18748122/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24165076/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24141019/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,868 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/24168833/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:23"
https://www.propertyguru.com.sg/listing/20170275/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1636 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"12,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/22882856/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,614 sqft,Apartment,2008,Fully Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24175236/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24175338/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24137844/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,5 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24175554/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24175442/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,2 ,"13,500 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24165355/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24175369/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24154199/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/15252657/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1572 sqft,Apartment,2014,Fully Furnished,3 ,3 ,"11,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24174873/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,1119 sqft,Apartment,NA,Partially Furnished,3 ,2 ,"6,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24166026/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24174667/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,5 ,"13,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24174523/for-rent-v-on-shenton,V on Shenton,5A Shenton Way,1098 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"7,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/22969479/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,2368 sqft,Condominium,2010,Partially Furnished,4 ,4 ,"20,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24163502/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,710 sqft,Condominium,2010,Partially Furnished,1 ,1 ,"5,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/22836011/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,000 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24174457/for-rent-robinson-suites,Robinson Suites,50 Robinson Road,484 sqft,Condominium,2016,Fully Furnished,1 ,1 ,"4,500 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24125372/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"15,800 ",/mo,"10/06/2022, 09:32:28"
https://www.propertyguru.com.sg/listing/24142305/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1970 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"25,000 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24173985/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,678 sqft,Condominium,2008,Partially Furnished,1 ,1 ,"5,700 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24156769/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,4434 sqft,Condominium,2010,Partially Furnished,4 ,5 ,"33,000 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24169640/for-rent-v-on-shenton,V on Shenton,5 Shenton Way,1359 sqft,Condominium,2017,Fully Furnished,3 ,2 ,"12,000 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24171376/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/23320707/for-rent-spacious-cbd-apartment-bright-beautiful-room-with-work-station-telok-ayer-mrt-3-mins-walk,Spacious CBD Apartment | Bright Beautiful Room With Work-Station | Telok Ayer MRT 3 Mins Walk,Club Street,120 sqft,Condominium,NA,Fully Furnished,NA,NA,"1,700 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24174057/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1119 sqft,Condominium,2017,NA,2 ,2 ,"8,000 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/21362929/for-rent-v-on-shenton,V on Shenton,5A Shenton Way,1765 sqft,Condominium,2017,Partially Furnished,3 ,2 ,"12,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24139991/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,888 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24166552/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2002 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/18947001/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,689 sqft,Apartment,2008,Fully Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24117810/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/21453535/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1109 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"7,900 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24173273/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,861 sqft,Condominium,2008,NA,2 ,2 ,"7,200 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24138353/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/23537829/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/23971604/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1130 sqft,Condominium,2010,Partially Furnished,2 ,2 ,"9,000 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24116597/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"15,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24172879/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/24120220/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:33"
https://www.propertyguru.com.sg/listing/22037289/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,883 sqft,Apartment,2008,Partially Furnished,2 ,2 ,"7,600 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24164600/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/21652118/for-rent-emerald-garden,Emerald Garden,33 Club Street,968 sqft,Condominium,1998,Partially Furnished,2 ,2 ,"5,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24118637/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,5 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/23916605/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,150 sqft,Apartment,1973,Fully Furnished,NA,NA,"1,500 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/23973278/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,861 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,500 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24168782/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/23215529/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,731 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24128525/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/23124215/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Apartment,2008,Partially Furnished,5 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/21373413/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,678 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,300 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24170171/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,NA,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24113326/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1572 sqft,Apartment,2014,Fully Furnished,3 ,2 ,"11,000 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24001764/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24145870/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1033 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,400 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24166179/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24153536/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24171977/for-rent-the-clift,The Clift,21 McCallum Street,527 sqft,Apartment,2011,Fully Furnished,1 ,1 ,"5,000 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24168130/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2100 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"15,000 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/24140290/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"15,800 ",/mo,"10/06/2022, 09:32:37"
https://www.propertyguru.com.sg/listing/19500992/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,2045 sqft,Apartment,2014,Partially Furnished,4 ,4 ,"14,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24165231/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,400 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24137934/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24116214/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24171160/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/21214326/for-rent-robinson-suites,Robinson Suites,50 Robinson Road,603 sqft,Condominium,2016,Fully Furnished,2 ,1 ,"5,200 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24171066/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Fully Furnished,4 ,1 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/23740173/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24165001/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24170856/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24164974/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/17832185/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1636 sqft,Condominium,2010,NA,3 ,3 ,"11,000 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/21981331/for-rent-one-shenton,One Shenton,1 Shenton Way,1884 sqft,Condominium,2011,Partially Furnished,4 ,3 ,"12,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/23973274/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,180 sqft,Apartment,2008,Fully Furnished,NA,NA,"3,000 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24149070/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1162 sqft,Unfurnished,2017,NA,2 ,2 ,"8,500 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24142199/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24102835/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,500 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24130136/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,1582 sqft,Condominium,2017,Fully Furnished,3 ,3 ,"10,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24170397/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/24016600/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1970 sqft,Condominium,2010,Partially Furnished,3 ,4 ,"25,000 ",/mo,"10/06/2022, 09:32:42"
https://www.propertyguru.com.sg/listing/22241199/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1539 sqft,Apartment,2008,Partially Furnished,3 ,2 ,"9,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24170290/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,22000 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24166266/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24162929/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,5 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24086999/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,721 sqft,Condominium,2017,Fully Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/22169371/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1980 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"25,000 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24053948/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1600 sqft,Apartment,2014,Fully Furnished,3 ,3 ,"14,000 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24169812/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24137878/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/21404303/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Apartment,2008,Fully Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24169177/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24169221/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24168837/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24166182/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/20089756/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2090 sqft,Apartment,2008,Partially Furnished,4 ,4 ,"15,000 ",/mo,"10/06/2022, 09:32:46"
https://www.propertyguru.com.sg/listing/24168099/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:46"
